iteration,reps,n,label,AIC,Pvalues_Accuracy,Pvalues_Interaction,Duration,Coefficients_Accuracy,Coefficients_Interaction,SEs_Accuracy,SEs_Interaction,ConditionsOfInterest,StandardValue1,StandardValue2,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,Program,Duration_SimulateDataset
6,30,10,nloptwrap_nAGQ1,1070.8768500617293,0.6089496649719728,0.2606589551875255,1.5317399501800537,0.10158905070735334,-0.2497203024713461,0.19858160620237428,0.22200616083345928,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.017950773239135742
6,30,10,R: LRT,0.0,0.0,0.24342659249584195,0.5146219730377197,0.0,0.0,0.0,0.0,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.017950773239135742
6,30,10,JuliaAIC_NeldMeader_AGP0,1070.9251889654236,0.5784821696063992,0.010902484655281139,15.47,0.10350430093376627,-0.2433034428747201,0.18629177814861728,0.09557018998620181,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.017950773239135742
6,30,10,JuliaAIC_bobyqa_AGP0,1071.0322829340316,0.5765436392161833,0.010549210562719149,0.985,0.07698056640276524,-0.16808422723741032,0.17337767444850208,0.09522681596285537,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.017950773239135742
6,30,10,JuliaAIC_NeldMeader_AGP1,1071.2942644480377,0.6570389186764839,0.07754806464707795,23.138,0.007687530335189112,-0.2646461315414279,0.19235806025889376,0.09614915889875296,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.017950773239135742
6,30,10,JuliaAIC_bobyqa_AGP1,1071.3522814425626,0.9681212767239438,0.005915046595547811,4.125,0.10412847314481066,-0.2445218235816385,0.18646297570178677,0.09561766526546349,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.017950773239135742
6,30,10,JuliaLRT_Fast,0.0,0.0,0.2665565652062986,1.046,0.0,0.0,0.0,0.0,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.017950773239135742
6,30,10,JuliaLRT_Slow,0.0,0.0,0.3488268354431893,4.384,0.0,0.0,0.0,0.0,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.017950773239135742
7,30,10,NelderMead_nAGQ0,1017.1485223597083,0.6513738694096387,7.267739543868576e-9,2.116204023361206,-0.20364477516699292,0.4914485875469201,0.45068670486161744,0.08495783261608973,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.019999980926513672
7,30,10,NelderMead_nAGQ1,1017.1189766977948,0.6475177426448442,0.020888922091134667,18.552124977111816,-0.20654900317380404,0.5009942920356805,0.45175633574564217,0.21688194824921733,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.019999980926513672
7,30,10,Bobyqa_nAGQ0,1017.1485223597083,0.6513738694096387,7.267739543868576e-9,2.103145122528076,-0.20364477516699292,0.4914485875469201,0.45068670486161744,0.08495783261608973,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.019999980926513672
7,30,10,Bobyqa_nAGQ1,1017.1189553309997,0.6476315800475259,0.02088139097941622,4.189333915710449,-0.2063838281672738,0.5010051355742209,0.45155149781055254,0.21687386951782514,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.019999980926513672
7,30,10,nloptwrap_nAGQ0,1017.1485635981693,0.6508490841503942,7.592582619483146e-9,0.6313431262969971,-0.2036627524723356,0.4906446504288714,0.45000094696432485,0.0849268418138593,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.019999980926513672
7,30,10,nloptwrap_nAGQ1,1017.1191352090206,0.6421231884204661,0.02070274820085599,1.4960289001464844,-0.2102762656330724,0.5019427371304722,0.45246752677596647,0.21697544599237886,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.019999980926513672
7,30,10,R: LRT,0.0,0.0,0.08612388651916505,0.7639250755310059,0.0,0.0,0.0,0.0,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.019999980926513672
7,30,10,JuliaAIC_NeldMeader_AGP0,1016.3055707476553,0.6331505983266409,4.7262271031776567e-7,5.041,-0.2065326114083225,0.45220628135319524,0.4327129269053221,0.08977501524767463,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.019999980926513672
7,30,10,JuliaAIC_bobyqa_AGP0,1016.3055774459453,0.6331522137425412,4.752816071031904e-7,1.389,-0.21174159607682008,0.04612481585013995,0.2426013236655976,0.09470902724146373,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.019999980926513672
7,30,10,JuliaAIC_NeldMeader_AGP1,1020.0480526958115,0.38277398546072955,0.6262469606721046,44.884,-0.2520504177463758,-0.007319410698833306,0.22968703047979377,0.09263582217938908,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.019999980926513672
7,30,10,JuliaAIC_bobyqa_AGP1,1020.8002758077844,0.27248203908735336,0.9370224848288379,2.759,-0.20653558723750529,0.4521720887955398,0.4327212186487511,0.08978737738840804,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.019999980926513672
7,30,10,JuliaLRT_Fast,0.0,0.0,0.045673028265993766,1.43,0.0,0.0,0.0,0.0,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.019999980926513672
7,30,10,JuliaLRT_Slow,0.0,0.0,1.0,2.027,0.0,0.0,0.0,0.0,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.019999980926513672
8,30,10,NelderMead_nAGQ0,1025.1914737343457,0.5511983023969967,0.5964620507655043,1.2337329387664795,0.10885651658472516,-0.05192609587763384,0.18265574803820314,0.0980671908401914,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
8,30,10,NelderMead_nAGQ1,1025.1659671027614,0.5605942484302309,0.8025487887544589,3.490662097930908,0.11913677975243211,-0.05306228122813231,0.2047167665292461,0.2122068006589791,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
8,30,10,Bobyqa_nAGQ0,1025.1914737343457,0.5511983023969967,0.5964620507655043,1.232753038406372,0.10885651658472516,-0.05192609587763384,0.18265574803820314,0.0980671908401914,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
8,30,10,Bobyqa_nAGQ1,1025.1659670965091,0.5605951616086106,0.8025565407256281,3.2652180194854736,0.11913736275413798,-0.053062824528058404,0.20471824521513748,0.21221748094957946,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
8,30,10,nloptwrap_nAGQ0,1025.1639093737908,0.5475669051910941,0.6152252040507982,0.44580793380737305,0.11024165071074336,-0.049345860848397816,0.1833053011772209,0.09817553367628205,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
8,30,10,nloptwrap_nAGQ1,1025.1379180841295,0.5576642094432979,0.8092068023990506,1.2327029705047607,0.12014777849213575,-0.051352008591927074,0.2049203709164092,0.2126822480923007,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
8,30,10,R: LRT,0.0,0.0,0.2178898566219182,0.5286178588867188,0.0,0.0,0.0,0.0,2,5,8,0,0,0,0.108,0.1,0.2,0.2,R,0.01795196533203125
8,30,10,JuliaAIC_NeldMeader_AGP0,1025.1605769985974,0.5542484272980314,0.5860019358131825,6.508,0.10824432770949519,-0.05345696443215096,0.18302879812834708,0.09815121587999309,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
8,30,10,JuliaAIC_bobyqa_AGP0,1025.1796840928987,0.5496551136336332,0.603263112574093,1.388,0.12738330327027236,-0.0362781632449431,0.18643993385072719,0.09948621137802377,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
8,30,10,JuliaAIC_NeldMeader_AGP1,1025.6543014913366,0.49445491993815516,0.7153688122355946,24.235,0.15169621655438978,-0.029726736095099657,0.18392883886672542,0.09804481813268758,2,5,8,0,0,0,0.108,0.1,0.2,0.2,Julia,0.01795196533203125
