n,ConditionsOfInterest,Standard1,Standard2,reps,PSE_Difference,JND_Difference,Multiplicator_PSE_Standard,Multiplicator_SD_Standard,SD_ResponseFunction,Mean_Variability_Between,SD_Variability_Between,power_Accuracy,power_Precision,power_Accuracy_Twolevel,power_Precision_Twolevel,Duration
12,2,5,6,70,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.35,0.4,0.15,0.48,27.63186756
14,2,5,6,70,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.28,0.42,0.22,0.48,32.3283306
16,2,5,6,70,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.38,0.41,0.27,0.5,37.08143865
18,2,5,6,70,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.44,0.45,0.31,0.46,44.51907163
20,2,5,6,70,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.5,0.39,0.34,0.5,48.08218897
10,2,5,6,70,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.17,0.08,0.08,0.13,22.18907518
12,2,5,6,70,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.33,0.14,0.16,0.18,27.201735
14,2,5,6,70,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.45,0.14,0.22,0.12,32.9256621
16,2,5,6,70,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.51,0.13,0.36,0.12,37.26888675
18,2,5,6,70,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.55,0.16,0.37,0.18,42.7023379
20,2,5,6,70,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.56,0.16,0.35,0.17,47.78103888
20,2,5,6,70,0.0125,0,0,0.15,0.1,0.2,0.2,0.63,0.04,0.35,0.08,47.6040492
20,2,5,6,70,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.59,0.21,0.44,0.2,50.0996433
20,2,5,6,70,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.44,0.51,0.33,0.53,46.82150294
20,2,5,6,70,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.99,0.4,0.99,0.5,49.91689419
20,2,5,6,70,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.98,0.19,0.99,0.24,49.5805582
20,2,5,6,70,0.025,0,0,0.15,0.1,0.2,0.2,1,0.04,0.98,0.04,49.15400818
20,2,5,6,70,0.025,0.05,0,0.15,0.1,0.2,0.2,1,0.12,0.99,0.16,47.5034122
20,2,5,6,70,0.025,0.1,0,0.15,0.1,0.2,0.2,0.97,0.44,0.98,0.51,48.48721788
10,2,5,6,70,0.0125,0,0,0.15,0.1,0.2,0.2,0.27,0.09,0.1,0.03,21.85706502
12,2,5,6,70,0.0125,0,0,0.15,0.1,0.2,0.2,0.43,0.01,0.19,0.03,26.55307577
14,2,5,6,70,0.0125,0,0,0.15,0.1,0.2,0.2,0.45,0.09,0.23,0.1,30.3857142
16,2,5,6,70,0.0125,0,0,0.15,0.1,0.2,0.2,0.51,0.04,0.26,0.05,34.9506466
18,2,5,6,70,0.0125,0,0,0.15,0.1,0.2,0.2,0.55,0.04,0.28,0.02,40.78276703
10,2,5,6,70,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.24,0.05,0.14,0.12,21.59015978
12,2,5,6,70,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.3,0.1,0.13,0.1,25.21265652
14,2,5,6,70,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.43,0.12,0.3,0.11,30.62018292
16,2,5,6,70,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.47,0.07,0.22,0.13,35.40516903
18,2,5,6,70,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.54,0.1,0.23,0.11,39.796547
10,2,5,6,70,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.23,0.27,0.07,0.35,21.10221202
12,2,5,6,70,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.34,0.27,0.24,0.26,25.57968444
14,2,5,6,70,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.36,0.35,0.24,0.36,30.88436513
16,2,5,6,70,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.3,0.35,0.24,0.4,35.2216502
18,2,5,6,70,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.39,0.39,0.3,0.41,40.48990538
10,2,5,6,70,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.74,0.33,0.8,0.34,22.21762942
12,2,5,6,70,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.82,0.3,0.89,0.4,25.88884255
14,2,5,6,70,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.83,0.45,0.9,0.53,31.18879045
16,2,5,6,70,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.91,0.39,0.96,0.5,36.6237119
18,2,5,6,70,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.94,0.43,0.97,0.44,41.14500211
10,2,5,6,70,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.74,0.08,0.59,0.08,21.80970352
12,2,5,6,70,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.92,0.07,0.82,0.11,26.00856458
14,2,5,6,70,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.95,0.12,0.92,0.17,31.53660472
16,2,5,6,70,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.96,0.15,0.95,0.15,36.47886065
18,2,5,6,70,0.025,-0.05,0,0.15,0.1,0.2,0.2,1,0.11,0.97,0.15,41.89335653
10,2,5,6,70,0.025,0,0,0.15,0.1,0.2,0.2,0.82,0.01,0.72,0.03,21.55650369
12,2,5,6,70,0.025,0,0,0.15,0.1,0.2,0.2,0.95,0.07,0.89,0.06,26.3711964
14,2,5,6,70,0.025,0,0,0.15,0.1,0.2,0.2,0.92,0.07,0.89,0.07,30.59642358
16,2,5,6,70,0.025,0,0,0.15,0.1,0.2,0.2,0.96,0.04,0.94,0.12,36.22520434
18,2,5,6,70,0.025,0,0,0.15,0.1,0.2,0.2,1,0.04,0.97,0.05,40.99566768
10,2,5,6,70,0.025,0.05,0,0.15,0.1,0.2,0.2,0.87,0.06,0.74,0.05,22.03462185
12,2,5,6,70,0.025,0.05,0,0.15,0.1,0.2,0.2,0.92,0.09,0.8,0.11,26.53409948
14,2,5,6,70,0.025,0.05,0,0.15,0.1,0.2,0.2,0.88,0.16,0.83,0.11,31.23742258
16,2,5,6,70,0.025,0.05,0,0.15,0.1,0.2,0.2,0.94,0.13,0.95,0.16,36.42386951
18,2,5,6,70,0.025,0.05,0,0.15,0.1,0.2,0.2,0.97,0.16,0.96,0.16,41.46465795
10,2,5,6,70,0.025,0.1,0,0.15,0.1,0.2,0.2,0.83,0.23,0.75,0.27,21.87967066
12,2,5,6,70,0.025,0.1,0,0.15,0.1,0.2,0.2,0.83,0.25,0.83,0.27,26.70755239
14,2,5,6,70,0.025,0.1,0,0.15,0.1,0.2,0.2,0.89,0.25,0.85,0.27,30.67978688
16,2,5,6,70,0.025,0.1,0,0.15,0.1,0.2,0.2,0.95,0.4,0.95,0.47,35.67788825
18,2,5,6,70,0.025,0.1,0,0.15,0.1,0.2,0.2,0.98,0.27,0.88,0.37,41.3987132
10,2,5,6,100,-0.025,-0.1,0,0.15,0.1,0.2,0.2,0.93,0.33,0.87,0.45,30.1575245
12,2,5,6,100,-0.025,-0.1,0,0.15,0.1,0.2,0.2,0.97,0.43,0.96,0.41,37.21507075
14,2,5,6,100,-0.025,-0.1,0,0.15,0.1,0.2,0.2,0.99,0.55,0.92,0.59,44.07798777
16,2,5,6,100,-0.025,-0.1,0,0.15,0.1,0.2,0.2,1,0.54,0.98,0.65,51.51962528
18,2,5,6,100,-0.025,-0.1,0,0.15,0.1,0.2,0.2,1,0.59,1,0.63,58.348046
10,2,5,6,100,-0.025,-0.05,0,0.15,0.1,0.2,0.2,0.94,0.18,0.83,0.16,30.14437548
12,2,5,6,100,-0.025,-0.05,0,0.15,0.1,0.2,0.2,1,0.1,0.9,0.13,37.21114622
14,2,5,6,100,-0.025,-0.05,0,0.15,0.1,0.2,0.2,1,0.13,0.94,0.1,43.80919468
16,2,5,6,100,-0.025,-0.05,0,0.15,0.1,0.2,0.2,1,0.16,0.98,0.14,51.48959585
18,2,5,6,100,-0.025,-0.05,0,0.15,0.1,0.2,0.2,1,0.21,0.99,0.21,1.004189815
10,2,5,6,100,-0.025,0,0,0.15,0.1,0.2,0.2,0.93,0.04,0.83,0.09,30.60366253
12,2,5,6,100,-0.025,0,0,0.15,0.1,0.2,0.2,0.96,0.02,0.89,0.05,36.53578913
14,2,5,6,100,-0.025,0,0,0.15,0.1,0.2,0.2,0.96,0.03,0.93,0.04,43.57419278
16,2,5,6,100,-0.025,0,0,0.15,0.1,0.2,0.2,0.99,0.06,0.98,0.06,50.61226265
18,2,5,6,100,-0.025,0,0,0.15,0.1,0.2,0.2,1,0.03,0.99,0.04,58.78739037
10,2,5,6,100,-0.025,0.05,0,0.15,0.1,0.2,0.2,0.89,0.15,0.89,0.15,29.68451463
12,2,5,6,100,-0.025,0.05,0,0.15,0.1,0.2,0.2,0.91,0.15,0.9,0.16,37.5509691
14,2,5,6,100,-0.025,0.05,0,0.15,0.1,0.2,0.2,0.96,0.15,0.95,0.17,43.3959998
16,2,5,6,100,-0.025,0.05,0,0.15,0.1,0.2,0.2,0.96,0.13,0.96,0.17,52.14062578
18,2,5,6,100,-0.025,0.05,0,0.15,0.1,0.2,0.2,0.99,0.24,0.98,0.26,58.99188776
10,2,5,6,100,-0.025,0.1,0,0.15,0.1,0.2,0.2,0.71,0.37,0.76,0.44,2.378311544
12,2,5,6,100,-0.025,0.1,0,0.15,0.1,0.2,0.2,0.77,0.44,0.91,0.53,35.23977784
14,2,5,6,100,-0.025,0.1,0,0.15,0.1,0.2,0.2,0.87,0.42,0.88,0.48,43.39427743
16,2,5,6,100,-0.025,0.1,0,0.15,0.1,0.2,0.2,0.89,0.49,0.97,0.55,52.31224827
18,2,5,6,100,-0.025,0.1,0,0.15,0.1,0.2,0.2,0.95,0.56,0.98,0.62,1.032574843
20,2,5,6,100,-0.025,-0.1,0,0.15,0.1,0.2,0.2,1,0.68,1,0.77,1.133369882
20,2,5,6,100,-0.025,-0.05,0,0.15,0.1,0.2,0.2,1,0.25,1,0.29,1.195674705
20,2,5,6,100,-0.025,0,0,0.15,0.1,0.2,0.2,1,0.04,0.99,0.02,1.113554377
20,2,5,6,100,-0.025,0.05,0,0.15,0.1,0.2,0.2,0.99,0.2,1,0.22,1.149905885
20,2,5,6,100,-0.025,0.1,0,0.15,0.1,0.2,0.2,0.98,0.62,1,0.68,1.177917085
10,2,5,6,100,-0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.33,0.31,0.15,0.45,31.01949503
12,2,5,6,100,-0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.47,0.45,0.17,0.42,39.78788751
14,2,5,6,100,-0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.55,0.56,0.24,0.61,43.82685652
16,2,5,6,100,-0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.66,0.57,0.37,0.65,50.99781625
18,2,5,6,100,-0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.71,0.58,0.39,0.65,1.020776092
20,2,5,6,100,-0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.74,0.69,0.47,0.73,1.191472041
10,2,5,6,100,-0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.44,0.12,0.16,0.17,30.16088957
12,2,5,6,100,-0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.49,0.13,0.21,0.11,37.40039665
14,2,5,6,100,-0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.6,0.14,0.25,0.16,43.32788031
16,2,5,6,100,-0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.71,0.2,0.27,0.21,52.41953516
18,2,5,6,100,-0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.76,0.2,0.25,0.22,1.078927638
20,2,5,6,100,-0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.85,0.16,0.41,0.23,1.163142451
10,2,5,6,100,-0.0125,0,0,0.15,0.1,0.2,0.2,0.35,0.01,0.14,0.06,30.49967185
12,2,5,6,100,-0.0125,0,0,0.15,0.1,0.2,0.2,0.49,0.05,0.17,0.06,36.92059865
14,2,5,6,100,-0.0125,0,0,0.15,0.1,0.2,0.2,0.64,0.05,0.29,0.03,43.38757883
16,2,5,6,100,-0.0125,0,0,0.15,0.1,0.2,0.2,0.58,0.02,0.26,0.02,51.8028943
18,2,5,6,100,-0.0125,0,0,0.15,0.1,0.2,0.2,0.74,0.05,0.37,0.03,1.020887078
20,2,5,6,100,-0.0125,0,0,0.15,0.1,0.2,0.2,0.8,0.03,0.34,0.03,1.150312994
10,2,5,6,100,-0.0125,0.05,0,0.15,0.1,0.2,0.2,0.31,0.09,0.16,0.1,30.37101433
12,2,5,6,100,-0.0125,0.05,0,0.15,0.1,0.2,0.2,0.49,0.07,0.19,0.12,37.226606
14,2,5,6,100,-0.0125,0.05,0,0.15,0.1,0.2,0.2,0.38,0.2,0.19,0.25,43.89264832
16,2,5,6,100,-0.0125,0.05,0,0.15,0.1,0.2,0.2,0.6,0.17,0.29,0.2,52.27729547
18,2,5,6,100,-0.0125,0.05,0,0.15,0.1,0.2,0.2,0.59,0.26,0.31,0.23,1.053184379
20,2,5,6,100,-0.0125,0.05,0,0.15,0.1,0.2,0.2,0.71,0.19,0.37,0.22,1.140815346
10,2,5,6,100,-0.0125,0.1,0,0.15,0.1,0.2,0.2,0.32,0.31,0.15,0.33,30.37137012
12,2,5,6,100,-0.0125,0.1,0,0.15,0.1,0.2,0.2,0.34,0.34,0.24,0.44,37.03682797
14,2,5,6,100,-0.0125,0.1,0,0.15,0.1,0.2,0.2,0.31,0.43,0.15,0.52,43.9035903
16,2,5,6,100,-0.0125,0.1,0,0.15,0.1,0.2,0.2,0.39,0.49,0.28,0.54,53.21790136
18,2,5,6,100,-0.0125,0.1,0,0.15,0.1,0.2,0.2,0.52,0.56,0.41,0.6,1.049895598
20,2,5,6,100,-0.0125,0.1,0,0.15,0.1,0.2,0.2,0.41,0.64,0.38,0.67,1.200838529
10,2,5,6,100,0,-0.1,0,0.15,0.1,0.2,0.2,0.02,0.31,0,0.46,32.8728596
12,2,5,6,100,0,-0.1,0,0.15,0.1,0.2,0.2,0.05,0.45,0,0.41,36.7800251
14,2,5,6,100,0,-0.1,0,0.15,0.1,0.2,0.2,0.02,0.56,0,0.61,43.2313918
16,2,5,6,100,0,-0.1,0,0.15,0.1,0.2,0.2,0.04,0.58,0,0.64,50.90435718
18,2,5,6,100,0,-0.1,0,0.15,0.1,0.2,0.2,0.01,0.6,0,0.64,59.28196092
20,2,5,6,100,0,-0.1,0,0.15,0.1,0.2,0.2,0.02,0.72,0,0.74,1.16515298
10,2,5,6,100,0,-0.05,0,0.15,0.1,0.2,0.2,0.02,0.1,0,0.18,30.08703745
12,2,5,6,100,0,-0.05,0,0.15,0.1,0.2,0.2,0.01,0.14,0,0.13,36.51638093
14,2,5,6,100,0,-0.05,0,0.15,0.1,0.2,0.2,0.01,0.15,0,0.15,43.54267159
16,2,5,6,100,0,-0.05,0,0.15,0.1,0.2,0.2,0.02,0.19,0.01,0.2,51.71170827
18,2,5,6,100,0,-0.05,0,0.15,0.1,0.2,0.2,0.04,0.19,0,0.22,1.034119014
20,2,5,6,100,0,-0.05,0,0.15,0.1,0.2,0.2,0.01,0.15,0,0.26,1.148959351
10,2,5,6,100,0,0,0,0.15,0.1,0.2,0.2,0,0.01,0,0.07,32.2509029
12,2,5,6,100,0,0,0,0.15,0.1,0.2,0.2,0.02,0.05,0,0.04,35.75130305
14,2,5,6,100,0,0,0,0.15,0.1,0.2,0.2,0.02,0.04,0.01,0.03,47.64241318
16,2,5,6,100,0,0,0,0.15,0.1,0.2,0.2,0.02,0.01,0,0.01,53.62638755
18,2,5,6,100,0,0,0,0.15,0.1,0.2,0.2,0.02,0.05,0,0.04,1.005640994
20,2,5,6,100,0,0,0,0.15,0.1,0.2,0.2,0.01,0.02,0,0.03,1.135187977
10,2,5,6,100,0,0.05,0,0.15,0.1,0.2,0.2,0,0.09,0,0.11,28.5583731
12,2,5,6,100,0,0.05,0,0.15,0.1,0.2,0.2,0.01,0.11,0.01,0.11,36.00551603
14,2,5,6,100,0,0.05,0,0.15,0.1,0.2,0.2,0.03,0.2,0,0.2,43.57078902
16,2,5,6,100,0,0.05,0,0.15,0.1,0.2,0.2,0.01,0.17,0,0.2,52.48878638
18,2,5,6,100,0,0.05,0,0.15,0.1,0.2,0.2,0.02,0.27,0,0.27,1.026361674
20,2,5,6,100,0,0.05,0,0.15,0.1,0.2,0.2,0.02,0.19,0.01,0.22,1.156628623
10,2,5,6,100,0,0.1,0,0.15,0.1,0.2,0.2,0.02,0.33,0,0.36,33.19795372
12,2,5,6,100,0,0.1,0,0.15,0.1,0.2,0.2,0.04,0.34,0.01,0.46,36.64097048
14,2,5,6,100,0,0.1,0,0.15,0.1,0.2,0.2,0.02,0.44,0,0.51,43.67335725
16,2,5,6,100,0,0.1,0,0.15,0.1,0.2,0.2,0.01,0.47,0,0.57,53.90189867
18,2,5,6,100,0,0.1,0,0.15,0.1,0.2,0.2,0.04,0.52,0,0.57,1.03139054
20,2,5,6,100,0,0.1,0,0.15,0.1,0.2,0.2,0.02,0.66,0,0.67,1.163765225
10,2,5,6,100,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.38,0.41,0.15,0.49,31.34561503
12,2,5,6,100,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.37,0.41,0.18,0.55,37.51081376
14,2,5,6,100,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.47,0.5,0.24,0.57,45.73987372
16,2,5,6,100,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.6,0.59,0.28,0.61,55.58564508
18,2,5,6,100,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.59,0.58,0.3,0.64,1.063275157
20,2,5,6,100,0.0125,-0.1,0,0.15,0.1,0.2,0.2,0.61,0.71,0.43,0.82,1.178404328
10,2,5,6,100,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.37,0.11,0.13,0.16,34.30564067
12,2,5,6,100,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.56,0.1,0.19,0.11,36.40870253
14,2,5,6,100,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.52,0.17,0.2,0.19,48.1273778
16,2,5,6,100,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.61,0.12,0.29,0.18,59.90451782
18,2,5,6,100,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.63,0.22,0.34,0.19,1.047038006
20,2,5,6,100,0.0125,-0.05,0,0.15,0.1,0.2,0.2,0.71,0.24,0.4,0.3,1.143564162
10,2,5,6,100,0.0125,0,0,0.15,0.1,0.2,0.2,0.46,0.07,0.22,0.04,31.11247038
12,2,5,6,100,0.0125,0,0,0.15,0.1,0.2,0.2,0.5,0.02,0.21,0.03,38.84999636
14,2,5,6,100,0.0125,0,0,0.15,0.1,0.2,0.2,0.66,0.03,0.2,0.05,47.61580449
16,2,5,6,100,0.0125,0,0,0.15,0.1,0.2,0.2,0.61,0.03,0.27,0.03,53.4304718
18,2,5,6,100,0.0125,0,0,0.15,0.1,0.2,0.2,0.68,0.08,0.29,0.1,1.057354822
20,2,5,6,100,0.0125,0,0,0.15,0.1,0.2,0.2,0.76,0.02,0.44,0.03,1.229840123
10,2,5,6,100,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.39,0.12,0.18,0.18,29.20241305
12,2,5,6,100,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.49,0.18,0.19,0.17,37.2782577
14,2,5,6,100,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.54,0.17,0.22,0.18,42.86848222
16,2,5,6,100,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.58,0.18,0.27,0.21,51.27987429
18,2,5,6,100,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.65,0.23,0.36,0.25,59.27921793
20,2,5,6,100,0.0125,0.05,0,0.15,0.1,0.2,0.2,0.72,0.13,0.4,0.19,1.058358109
10,2,5,6,100,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.22,0.34,0.12,0.41,28.73575728
12,2,5,6,100,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.37,0.42,0.18,0.48,34.75490118
14,2,5,6,100,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.53,0.51,0.29,0.49,41.77246922
16,2,5,6,100,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.46,0.42,0.24,0.49,51.1608539
18,2,5,6,100,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.48,0.54,0.34,0.66,59.77723375
20,2,5,6,100,0.0125,0.1,0,0.15,0.1,0.2,0.2,0.62,0.66,0.45,0.65,1.113423137
10,2,5,6,100,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.82,0.33,0.84,0.44,29.21310173
12,2,5,6,100,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.86,0.47,0.92,0.47,36.01174384
14,2,5,6,100,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.91,0.56,0.95,0.6,42.75183643
16,2,5,6,100,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.89,0.57,0.97,0.62,54.3780361
18,2,5,6,100,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.95,0.6,0.98,0.67,1.032198465
20,2,5,6,100,0.025,-0.1,0,0.15,0.1,0.2,0.2,0.99,0.69,1,0.73,1.154545886
10,2,5,6,100,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.86,0.08,0.82,0.15,30.96932108
12,2,5,6,100,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.92,0.14,0.93,0.17,39.85177608
14,2,5,6,100,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.99,0.16,0.97,0.17,46.13104162
16,2,5,6,100,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.98,0.2,0.99,0.19,55.17905951
18,2,5,6,100,0.025,-0.05,0,0.15,0.1,0.2,0.2,0.99,0.21,1,0.27,1.020278207
20,2,5,6,100,0.025,-0.05,0,0.15,0.1,0.2,0.2,1,0.13,0.99,0.23,1.149209961
10,2,5,6,100,0.025,0,0,0.15,0.1,0.2,0.2,0.94,0,0.85,0.05,29.83320347
12,2,5,6,100,0.025,0,0,0.15,0.1,0.2,0.2,0.98,0.04,0.89,0.04,36.8435737
14,2,5,6,100,0.025,0,0,0.15,0.1,0.2,0.2,1,0.05,0.93,0.03,45.72860933
16,2,5,6,100,0.025,0,0,0.15,0.1,0.2,0.2,0.99,0.03,0.99,0.03,54.07016418
18,2,5,6,100,0.025,0,0,0.15,0.1,0.2,0.2,1,0.05,0.99,0.03,59.4653332
20,2,5,6,100,0.025,0,0,0.15,0.1,0.2,0.2,1,0.03,0.99,0.03,1.188781415
10,2,5,6,100,0.025,0.05,0,0.15,0.1,0.2,0.2,0.94,0.09,0.81,0.13,30.3940283
12,2,5,6,100,0.025,0.05,0,0.15,0.1,0.2,0.2,0.97,0.1,0.86,0.13,40.69673838
14,2,5,6,100,0.025,0.05,0,0.15,0.1,0.2,0.2,0.98,0.19,0.96,0.18,47.7184086
16,2,5,6,100,0.025,0.05,0,0.15,0.1,0.2,0.2,0.98,0.15,0.95,0.2,56.20048673
18,2,5,6,100,0.025,0.05,0,0.15,0.1,0.2,0.2,0.98,0.25,0.99,0.27,1.045900442
20,2,5,6,100,0.025,0.05,0,0.15,0.1,0.2,0.2,0.98,0.17,0.99,0.21,1.177393023
10,2,5,6,100,0.025,0.1,0,0.15,0.1,0.2,0.2,0.86,0.35,0.83,0.35,30.21794342
12,2,5,6,100,0.025,0.1,0,0.15,0.1,0.2,0.2,0.94,0.35,0.91,0.45,40.0981028
14,2,5,6,100,0.025,0.1,0,0.15,0.1,0.2,0.2,0.95,0.44,0.96,0.49,46.32429589
16,2,5,6,100,0.025,0.1,0,0.15,0.1,0.2,0.2,0.98,0.46,0.94,0.52,54.61273218
18,2,5,6,100,0.025,0.1,0,0.15,0.1,0.2,0.2,0.95,0.55,0.96,0.56,1.039821796
20,2,5,6,100,0.025,0.1,0,0.15,0.1,0.2,0.2,0.99,0.64,0.99,0.67,1.167176057
